id,ANY,MORTGAGE,OWN,RENT,annual_inc,emp_length,installment,loan_amnt,term,int_rate,avg_cur_bal,inq_last_12m,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
114210150,0,1,0,0,135000.0,7,249.89,7000,36,0.1709,9181.0,11.0,200.0,144.0,258.0,12.0,2.0,3.0,17.0,5.0,9.0,12.0,0.0,3.0,16,0.0,1,27,45747.0,1
142151377,0,0,0,1,44000.0,10,742.46,20000,36,0.1992,2142.0,1.0,0.0,111.0,77.0,6.0,6.0,0.0,44.0,3.0,5.0,5.0,0.0,2.0,6,0.0,0,14,12849.0,1
100042910,0,0,1,0,60000.0,2,879.63,24000,36,0.1899,9331.0,2.0,3397.0,116.0,157.0,8.0,7.0,3.0,68.0,7.0,22.0,9.0,0.0,3.0,24,33.3,0,41,214604.0,1
85706099,0,0,0,1,35000.0,10,344.17,10000,36,0.1449,3049.0,2.0,1585.0,125.0,269.0,20.0,9.0,0.0,39.0,4.0,12.0,5.0,0.0,1.0,8,100.0,1,24,24389.0,1
132479491,0,0,0,1,35000.0,2,520.37,14500,36,0.1747,3205.0,6.0,2140.0,233.0,178.0,7.0,5.0,1.0,71.0,5.0,5.0,10.0,0.0,5.0,13,20.0,0,17,41663.0,1
133163744,0,1,0,0,89000.0,10,453.39,15200,60,0.2581,13217.0,13.0,3516.0,124.0,146.0,15.0,2.0,3.0,15.0,8.0,12.0,11.0,0.0,3.0,14,25.0,0,31,72558.0,0
103861970,0,1,0,0,45000.0,5,409.87,14250,60,0.2399,2162.0,2.0,1937.0,101.0,161.0,15.0,15.0,0.0,28.0,5.0,24.0,8.0,0.0,0.0,18,66.7,1,36,38916.0,1
67355684,0,0,0,1,80000.0,7,188.33,5575,36,0.1318,645.0,5.0,577.0,118.0,99.0,13.0,13.0,0.0,19.0,4.0,2.0,4.0,0.0,0.0,5,0.0,0,12,2581.0,1
102453672,0,1,0,0,65000.0,10,331.27,14400,60,0.1349,26856.0,4.0,328.0,121.0,152.0,46.0,2.0,5.0,1.0,6.0,7.0,5.0,0.0,2.0,9,0.0,0,23,34377.0,1
114166007,0,1,0,0,95000.0,5,498.15,15000,36,0.1199,3156.0,2.0,5662.0,134.0,183.0,2.0,2.0,2.0,35.0,17.0,17.0,13.0,0.0,3.0,15,33.3,0,54,47334.0,1
78408952,0,1,0,0,100000.0,1,652.41,20000,36,0.1075,17386.0,3.0,6.0,88.0,120.0,6.0,6.0,4.0,11.0,12.0,2.0,10.0,1.0,4.0,11,0.0,0,28,6.0,0
158754668,0,0,0,1,52000.0,10,379.45,12000,60,0.288,2787.0,3.0,6156.0,133.0,408.0,7.0,4.0,1.0,69.0,11.0,9.0,10.0,0.0,4.0,11,25.0,0,26,30657.0,1
78982834,0,1,0,0,115000.0,9,749.94,30000,60,0.1727,35072.0,8.0,7548.0,181.0,219.0,2.0,2.0,6.0,5.0,7.0,20.0,10.0,0.0,2.0,15,20.0,0,43,133149.0,0
93614912,0,1,0,0,74000.0,10,308.19,9800,36,0.0824,10003.0,2.0,5548.0,151.0,275.0,3.0,3.0,3.0,13.0,14.0,9.0,19.0,0.0,5.0,22,9.1,0,41,117616.0,1
93980992,0,0,0,1,68500.0,10,148.27,4500,36,0.1144,9276.0,4.0,2066.0,231.0,144.0,0.0,0.0,0.0,38.0,7.0,43.0,7.0,0.0,5.0,27,33.3,0,58,250446.0,1
97478836,0,1,0,0,80000.0,1,361.0,12000,60,0.2624,8641.0,2.0,1522.0,116.0,166.0,4.0,1.0,0.0,55.0,12.0,21.0,12.0,0.0,5.0,15,12.5,0,41,129619.0,1
72703391,0,0,0,1,30000.0,7,394.25,10500,36,0.2075,3321.0,1.0,8449.0,77.0,303.0,8.0,8.0,0.0,80.0,17.0,4.0,9.0,0.0,1.0,13,100.0,0,32,29897.0,0
129180183,0,1,0,0,338000.0,5,733.87,35000,60,0.0943,59867.0,4.0,28010.0,233.0,121.0,55.0,11.0,3.0,48.0,4.0,23.0,5.0,0.0,2.0,8,25.0,0,33,45941.0,1
135081119,0,0,0,1,40000.0,1,260.25,8000,36,0.1056,342.0,3.0,848.0,96.0,104.0,3.0,3.0,0.0,44.0,8.0,2.0,8.0,0.0,2.0,8,0.0,0,18,2393.0,0
149970239,0,1,0,0,70000.0,5,283.85,12000,60,0.1474,1541.0,9.0,1755.0,141.0,124.0,2.0,2.0,0.0,55.0,9.0,12.0,18.0,0.0,6.0,22,0.0,1,48,33907.0,1
74805682,0,1,0,0,78000.0,10,927.1,35000,60,0.1999,5024.0,2.0,3737.0,124.0,216.0,23.0,6.0,4.0,65.0,9.0,5.0,9.0,0.0,1.0,12,20.0,2,22,55262.0,0
71072067,0,1,0,0,33000.0,8,290.82,7700,36,0.2118,1302.0,1.0,1207.0,154.0,107.0,12.0,11.0,1.0,9.0,5.0,10.0,8.0,0.0,2.0,10,75.0,0,21,13017.0,1
102126129,0,1,0,0,56000.0,2,433.77,12000,36,0.1799,11475.0,0.0,12246.0,152.0,183.0,14.0,13.0,2.0,6.0,3.0,5.0,4.0,0.0,0.0,9,33.3,0,11,54355.0,1
79753453,0,1,0,0,66100.0,6,659.24,20000,36,0.1147,12516.0,2.0,1636.0,128.0,299.0,16.0,16.0,2.0,8.0,8.0,6.0,2.0,3.0,0.0,6,0.0,0,21,31634.0,1
97053115,0,0,1,0,110000.0,10,316.3,9600,36,0.1144,5275.0,5.0,8048.0,124.0,203.0,2.0,2.0,0.0,70.0,10.0,12.0,11.0,0.0,6.0,18,66.7,0,28,94953.0,1
97386982,0,0,1,0,69640.0,10,172.96,5500,36,0.0824,2225.0,12.0,951.0,137.0,118.0,4.0,4.0,0.0,27.0,18.0,10.0,9.0,0.0,4.0,13,0.0,1,44,28924.0,1
95776179,0,0,0,1,65000.0,1,1039.82,30000,36,0.1499,3170.0,0.0,7058.0,97.0,128.0,3.0,3.0,0.0,20.0,13.0,5.0,9.0,0.0,1.0,11,37.5,0,19,34873.0,1
67478889,0,0,0,1,51000.0,10,164.84,5000,36,0.1148,6648.0,0.0,20613.0,124.0,151.0,27.0,8.0,0.0,74.0,2.0,4.0,5.0,0.0,1.0,7,100.0,0,14,39889.0,1
96425438,0,0,1,0,227000.0,10,248.82,8000,36,0.0749,2140.0,3.0,4799.0,119.0,192.0,23.0,23.0,7.0,17.0,8.0,7.0,9.0,0.0,0.0,10,0.0,0,29,21404.0,1
140428369,0,1,0,0,43600.0,10,722.54,21000,36,0.1447,5555.0,3.0,2987.0,49.0,154.0,8.0,4.0,1.0,22.0,6.0,4.0,10.0,1.0,5.0,12,0.0,0,20,15873.0,1
86022687,0,1,0,0,50000.0,10,227.49,7000,36,0.1049,19186.0,2.0,3224.0,146.0,137.0,4.0,4.0,4.0,34.0,9.0,11.0,7.0,0.0,3.0,11,25.0,1,31,22377.0,1
119412292,0,1,0,0,175100.0,4,216.82,7000,36,0.0721,17509.0,0.0,17759.0,142.0,334.0,6.0,6.0,3.0,31.0,12.0,7.0,12.0,0.0,2.0,15,33.3,0,28,105802.0,1
70907020,0,0,0,1,120000.0,10,372.76,10275,36,0.1825,8035.0,7.0,1712.0,138.0,163.0,1.0,1.0,0.0,11.0,5.0,41.0,6.0,0.0,6.0,9,50.0,0,56,72313.0,1
88048750,0,0,0,1,160000.0,10,448.4,14000,36,0.0949,6196.0,1.0,2324.0,167.0,173.0,10.0,10.0,1.0,61.0,3.0,22.0,4.0,0.0,1.0,14,50.0,1,30,80543.0,0
92902556,0,0,1,0,170000.0,10,1234.91,40000,36,0.0699,21929.0,4.0,3568.0,204.0,186.0,7.0,7.0,2.0,11.0,7.0,4.0,4.0,0.0,1.0,7,0.0,0,18,17381.0,1
96094442,0,1,0,0,79000.0,2,842.85,25600,36,0.1139,25869.0,1.0,8175.0,135.0,193.0,16.0,16.0,1.0,12.0,7.0,15.0,7.0,0.0,0.0,12,66.7,0,25,70271.0,1
78984813,0,0,0,1,28000.0,3,265.68,8000,36,0.1199,2370.0,0.0,1981.0,141.0,262.0,5.0,5.0,0.0,55.0,6.0,6.0,8.0,0.0,2.0,13,25.0,0,16,28438.0,1
88085796,0,1,0,0,145000.0,1,344.17,10000,36,0.1449,32266.0,3.0,3733.0,137.0,155.0,5.0,5.0,1.0,42.0,6.0,8.0,5.0,0.0,5.0,8,60.0,1,16,72217.0,1
87065873,0,0,1,0,90000.0,10,470.31,14000,36,0.1279,5815.0,2.0,3450.0,152.0,157.0,2.0,2.0,1.0,67.0,11.0,15.0,10.0,0.0,6.0,19,0.0,0,44,104661.0,1
88896612,0,1,0,0,170000.0,1,529.77,20000,60,0.1999,32912.0,4.0,23962.0,127.0,202.0,55.0,2.0,5.0,82.0,6.0,14.0,6.0,0.0,3.0,16,100.0,0,30,163045.0,1
71098505,0,0,0,1,96500.0,7,778.06,30000,60,0.1899,12608.0,2.0,6046.0,134.0,192.0,20.0,20.0,4.0,43.0,11.0,4.0,14.0,0.0,0.0,19,87.5,0,37,49425.0,1
70901390,0,1,0,0,95000.0,10,617.27,20000,36,0.0697,14103.0,0.0,10409.0,124.0,200.0,6.0,6.0,1.0,3.0,14.0,8.0,11.0,0.0,1.0,15,14.3,0,30,39066.0,1
151248095,0,1,0,0,35000.0,3,417.54,12750,36,0.1102,19416.0,2.0,0.0,212.0,155.0,7.0,7.0,2.0,48.0,4.0,13.0,1.0,0.0,5.0,7,0.0,0,22,17232.0,1
140426194,0,0,0,1,134840.0,10,416.11,12000,36,0.1502,7331.0,0.0,10587.0,124.0,217.0,5.0,5.0,1.0,52.0,3.0,9.0,2.0,0.0,1.0,2,100.0,0,16,14661.0,1
115382864,0,1,0,0,120000.0,7,92.92,3000,36,0.0721,983.0,0.0,7388.0,136.0,223.0,59.0,59.0,0.0,36.0,12.0,3.0,8.0,0.0,0.0,8,28.6,0,17,7860.0,1
123951650,0,0,0,1,60000.0,1,256.7,7000,36,0.1903,7101.0,0.0,2609.0,14.0,147.0,2.0,2.0,0.0,29.0,8.0,1.0,3.0,0.0,1.0,4,33.3,0,9,28402.0,1
93810836,0,0,0,1,35000.0,2,292.0,10000,60,0.2474,1778.0,1.0,1847.0,134.0,135.0,2.0,2.0,3.0,16.0,8.0,6.0,6.0,0.0,3.0,10,33.3,0,24,17776.0,1
113045941,0,0,1,0,20000.0,1,203.88,6000,36,0.1359,14691.0,0.0,71.0,70.0,126.0,101.0,45.0,0.0,29.0,3.0,3.0,2.0,0.0,0.0,4,0.0,0,8,58762.0,1
91287922,0,1,0,0,185000.0,4,809.79,33600,60,0.1559,43199.0,2.0,4590.0,125.0,225.0,20.0,5.0,2.0,15.0,3.0,8.0,4.0,1.0,1.0,8,0.0,0,18,103155.0,0
81565122,0,1,0,0,120000.0,10,1318.45,35000,36,0.2099,5235.0,2.0,7841.0,125.0,277.0,5.0,5.0,2.0,10.0,9.0,5.0,8.0,1.0,4.0,10,40.0,0,22,52348.0,1
96709476,0,0,0,1,48000.0,5,78.62,2500,36,0.0824,1795.0,1.0,10210.0,161.0,131.0,1.0,1.0,1.0,57.0,8.0,2.0,9.0,0.0,2.0,10,16.7,0,17,17948.0,1
137367348,0,1,0,0,80000.0,5,431.87,16000,60,0.2089,36091.0,6.0,1855.0,94.0,111.0,11.0,11.0,1.0,52.0,3.0,4.0,7.0,0.0,3.0,11,66.7,0,16,29283.0,0
85512283,0,0,1,0,230000.0,10,118.7,3600,36,0.1149,66560.0,3.0,2767.0,178.0,138.0,37.0,11.0,4.0,38.0,1.0,17.0,2.0,0.0,1.0,6,100.0,0,26,187644.0,1
160079245,0,1,0,0,106000.0,1,206.67,10000,60,0.0881,28210.0,4.0,6032.0,122.0,126.0,3.0,3.0,2.0,43.0,6.0,18.0,6.0,0.0,5.0,8,50.0,0,32,20092.0,1
70964668,0,0,0,1,55000.0,10,821.42,27500,60,0.2588,6409.0,0.0,5933.0,151.0,195.0,17.0,4.0,1.0,52.0,12.0,5.0,7.0,0.0,2.0,9,100.0,0,18,57682.0,1
76132756,0,1,0,0,185000.0,6,673.79,20000,36,0.1299,46871.0,4.0,6443.0,82.0,185.0,30.0,3.0,2.0,19.0,10.0,14.0,7.0,0.0,3.0,16,50.0,0,30,199730.0,0
85667497,0,1,0,0,114000.0,4,158.05,5000,36,0.0859,58111.0,0.0,713.0,144.0,221.0,6.0,5.0,5.0,4.0,6.0,17.0,3.0,0.0,2.0,7,100.0,0,32,108926.0,1
68028960,0,0,0,1,46000.0,4,488.53,15000,36,0.1064,1693.0,1.0,1911.0,144.0,190.0,1.0,1.0,0.0,48.0,15.0,8.0,18.0,0.0,2.0,20,42.9,1,40,28776.0,1
107057858,0,1,0,0,250000.0,7,167.85,5000,36,0.1274,22529.0,3.0,2324.0,145.0,171.0,8.0,2.0,7.0,52.0,7.0,12.0,10.0,0.0,4.0,17,42.9,0,32,113412.0,1
69028225,0,1,0,0,72000.0,10,659.33,20000,36,0.1148,18703.0,2.0,4135.0,127.0,164.0,5.0,5.0,3.0,31.0,3.0,12.0,8.0,0.0,2.0,12,100.0,0,24,29733.0,1
92400944,0,1,0,0,50000.0,1,395.43,16625,60,0.1499,2488.0,3.0,4841.0,129.0,341.0,6.0,6.0,3.0,8.0,9.0,11.0,11.0,0.0,3.0,13,40.0,0,40,32344.0,1
93931403,0,0,0,1,90000.0,1,167.85,5000,36,0.1274,29207.0,16.0,71.0,137.0,134.0,1.0,1.0,0.0,22.0,3.0,31.0,6.0,1.0,8.0,11,0.0,0,41,321277.0,1
97434673,0,0,0,1,80000.0,2,263.58,8000,36,0.1144,4259.0,14.0,5039.0,61.0,69.0,1.0,1.0,0.0,35.0,10.0,7.0,12.0,0.0,5.0,15,50.0,0,41,59620.0,0
117149586,0,0,1,0,60000.0,10,202.26,5000,36,0.263,3144.0,4.0,5411.0,296.0,64.0,2.0,2.0,0.0,42.0,14.0,12.0,16.0,0.0,5.0,21,72.7,0,33,62873.0,0
77476184,0,0,0,1,120000.0,2,648.38,25000,60,0.1899,17221.0,2.0,14636.0,157.0,182.0,45.0,45.0,2.0,30.0,6.0,12.0,3.0,0.0,0.0,6,100.0,0,22,103323.0,1
67635540,0,1,0,0,65000.0,7,67.57,2000,36,0.1318,72195.0,1.0,6730.0,151.0,153.0,31.0,7.0,6.0,50.0,2.0,9.0,2.0,0.0,1.0,5,100.0,0,22,32606.0,1
85380675,0,1,0,0,52000.0,7,211.02,6400,36,0.1149,11557.0,5.0,3360.0,162.0,138.0,4.0,4.0,1.0,67.0,6.0,7.0,12.0,0.0,4.0,16,80.0,1,23,21746.0,1
129235223,0,0,0,1,75000.0,2,1120.88,30000,36,0.2039,2786.0,8.0,1616.0,148.0,110.0,3.0,3.0,0.0,73.0,7.0,2.0,9.0,0.0,5.0,10,0.0,0,11,25076.0,0
112616938,0,1,0,0,71000.0,2,123.9,4000,36,0.0721,12410.0,1.0,4814.0,274.0,248.0,15.0,9.0,2.0,5.0,6.0,17.0,8.0,5.0,1.0,16,0.0,0,32,51735.0,0
91959954,0,0,0,1,25000.0,1,146.61,4000,36,0.1899,2197.0,0.0,2786.0,156.0,59.0,4.0,4.0,0.0,7.0,4.0,9.0,6.0,0.0,1.0,8,50.0,0,15,17579.0,1
98895511,0,0,0,1,80000.0,6,138.65,4000,36,0.1499,2389.0,1.0,3954.0,118.0,113.0,1.0,1.0,0.0,19.0,9.0,8.0,7.0,1.0,5.0,9,66.7,0,24,21505.0,1
76405317,0,1,0,0,80000.0,2,676.91,30800,60,0.1147,21694.0,3.0,14158.0,153.0,140.0,14.0,2.0,4.0,6.0,10.0,2.0,6.0,0.0,1.0,9,33.3,0,21,43800.0,1
110588631,0,0,0,1,85000.0,3,216.82,7000,36,0.0721,537.0,1.0,1762.0,143.0,261.0,5.0,5.0,1.0,16.0,4.0,5.0,6.0,0.0,1.0,7,0.0,1,23,3762.0,1
71936410,0,1,0,0,65000.0,6,717.18,22500,36,0.0916,9577.0,3.0,9888.0,148.0,150.0,2.0,2.0,3.0,76.0,13.0,17.0,11.0,0.0,4.0,25,33.3,0,51,99355.0,1
98102894,0,0,1,0,42000.0,4,332.75,9600,36,0.1499,11500.0,0.0,5016.0,109.0,236.0,19.0,18.0,2.0,80.0,10.0,9.0,5.0,0.0,0.0,11,33.3,0,29,32311.0,1
116920242,0,0,0,1,48000.0,10,339.79,10000,36,0.1359,4873.0,1.0,3369.0,73.0,156.0,2.0,2.0,0.0,47.0,17.0,9.0,12.0,0.0,5.0,19,0.0,0,30,92581.0,1
97296140,0,0,0,1,39000.0,1,230.8,7000,36,0.1149,1628.0,6.0,6202.0,152.0,210.0,7.0,7.0,0.0,29.0,12.0,9.0,12.0,0.0,8.0,16,11.1,0,28,26044.0,1
79044336,0,0,0,1,40000.0,4,195.73,6000,36,0.1075,7842.0,1.0,2862.0,129.0,114.0,34.0,19.0,0.0,27.0,4.0,17.0,4.0,0.0,0.0,6,66.7,0,23,47049.0,1
69991604,0,1,0,0,80000.0,3,557.08,16000,36,0.1531,17654.0,1.0,27903.0,128.0,288.0,8.0,8.0,5.0,71.0,17.0,10.0,16.0,0.0,2.0,18,75.0,1,54,77621.0,1
94296346,0,1,0,0,65000.0,6,720.94,20800,36,0.1499,2301.0,7.0,1168.0,200.0,444.0,1.0,1.0,2.0,41.0,17.0,8.0,12.0,0.0,2.0,13,40.0,0,49,27617.0,1
116847386,0,0,0,1,27000.0,10,42.84,1200,36,0.1709,1603.0,2.0,2393.0,23.0,369.0,5.0,5.0,0.0,24.0,4.0,2.0,6.0,0.0,2.0,8,33.3,1,10,12827.0,0
94217283,0,1,0,0,30000.0,9,104.85,3025,36,0.1499,18996.0,2.0,15986.0,26.0,327.0,20.0,2.0,1.0,39.0,2.0,3.0,2.0,0.0,2.0,5,50.0,0,6,32003.0,1
112708586,0,0,0,1,43000.0,10,253.21,7200,36,0.1602,4655.0,1.0,1277.0,147.0,104.0,2.0,2.0,0.0,8.0,4.0,15.0,8.0,0.0,2.0,10,50.0,0,25,46548.0,1
87154401,0,1,0,0,115000.0,1,86.48,2700,36,0.0949,7302.0,2.0,3900.0,125.0,112.0,4.0,4.0,1.0,5.0,12.0,6.0,16.0,1.0,2.0,22,33.3,0,29,54580.0,1
111683099,0,1,0,0,56000.0,4,261.98,11000,60,0.1505,13157.0,1.0,4000.0,149.0,122.0,6.0,6.0,1.0,19.0,8.0,9.0,5.0,1.0,2.0,10,25.0,0,21,53932.0,1
76678844,0,0,1,0,165000.0,10,842.23,25000,36,0.1299,16089.0,7.0,10319.0,139.0,124.0,2.0,2.0,11.0,28.0,28.0,11.0,24.0,0.0,4.0,31,45.5,0,72,81169.0,1
141907788,0,0,1,0,225000.0,2,277.41,8000,36,0.1502,5728.0,1.0,14003.0,169.0,248.0,4.0,4.0,1.0,46.0,9.0,8.0,8.0,0.0,1.0,11,50.0,0,19,63008.0,1
69512598,0,1,0,0,55000.0,2,293.72,9000,36,0.1078,7389.0,5.0,3512.0,115.0,134.0,1.0,1.0,2.0,62.0,27.0,9.0,13.0,0.0,10.0,15,12.5,0,46,41070.0,0
